,text,url,state,state_abbr
489,OK_CD_Enacted11222021.zip (689.8 KB),https://thearp.org/documents/880/OK_CD_Enacted11222021.zip,OK,OK
490,OK_SD_Enacted11222021.zip (1.6 MB),https://thearp.org/documents/886/OK_SD_Enacted11222021.zip,OK,OK
491,OK_LD_Enacted11222021.zip (2.2 MB),https://thearp.org/documents/883/OK_LD_Enacted11222021.zip,OK,OK
492,Oregon_CD_1992_2000.zip (85.6 KB),https://thearp.org/documents/12881/Oregon_CD_1992_2000.zip,OREGON,OR
493,or_upper_1992to2000.zip (1.7 MB),https://thearp.org/documents/12805/or_upper_1992to2000.zip,OR,OR
494,or_lower_1992to2000.zip (2.7 MB),https://thearp.org/documents/12787/or_lower_1992to2000.zip,OR,OR
495,OR_CD_2002_2010.zip (703.0 KB),https://thearp.org/documents/11000/OR_CD_2002_2010.zip,OR,OR
496,or_upper_2002to2010.zip (1.5 MB),https://thearp.org/documents/10637/or_upper_2002to2010.zip,OR,OR
497,or_lower_2002to2010.zip (2.3 MB),https://thearp.org/documents/10671/or_lower_2002to2010.zip,OR,OR
498,OR_2012to2020_CD.zip (570.8 KB),https://thearp.org/documents/5067/OR_2012to2020_CD.zip,OR,OR
499,OR_2012to2020_SU.zip (2.0 MB),https://thearp.org/documents/5096/OR_2012to2020_SU.zip,OR,OR
500,OR_2012to2020_SL.zip (2.7 MB),https://thearp.org/documents/5198/OR_2012to2020_SL.zip,OR,OR
501,OR_CD_Enacted09272021_DoB1jYB.zip (947.0 KB),https://thearp.org/documents/889/OR_CD_Enacted09272021_DoB1jYB.zip,OR,OR
502,OR_SD_Enacted09272021_3XTO7kq.zip (1.7 MB),https://thearp.org/documents/895/OR_SD_Enacted09272021_3XTO7kq.zip,OR,OR
503,OR_LD_Enacted09272021_i0VR2RF.zip (2.3 MB),https://thearp.org/documents/892/OR_LD_Enacted09272021_i0VR2RF.zip,OR,OR
504,Pennsylvania_CD_1992_2000.zip (163.5 KB),https://thearp.org/documents/12882/Pennsylvania_CD_1992_2000.zip,PENNSYLVANIA,PA
505,pa_upper_1992to2000.zip (1.9 MB),https://thearp.org/documents/12789/pa_upper_1992to2000.zip,PA,PA
506,pa_lower_1992to2000.zip (3.8 MB),https://thearp.org/documents/12788/pa_lower_1992to2000.zip,PA,PA
507,PA_CD_2002.zip (2.2 MB),https://thearp.org/documents/11001/PA_CD_2002.zip,PA,PA
508,pa_upper_2002to2010.zip (2.2 MB),https://thearp.org/documents/10638/pa_upper_2002to2010.zip,PA,PA
509,pa_lower_2002to2010.zip (4.0 MB),https://thearp.org/documents/10670/pa_lower_2002to2010.zip,PA,PA
510,PA_CD_2004_2010.zip (2.2 MB),https://thearp.org/documents/11002/PA_CD_2004_2010.zip,PA,PA
511,PA_2012to2016_CD.zip (1.9 MB),https://thearp.org/documents/5068/PA_2012to2016_CD.zip,PA,PA
512,PA_2012_SU.zip (2.2 MB),https://thearp.org/documents/5097/PA_2012_SU.zip,PA,PA
513,PA_2012_SL.zip (4.0 MB),https://thearp.org/documents/5199/PA_2012_SL.zip,PA,PA
514,PA_2014to2020_SU.zip (2.1 MB),https://thearp.org/documents/5098/PA_2014to2020_SU.zip,PA,PA
515,PA_2014to2020_SL.zip (4.2 MB),https://thearp.org/documents/5200/PA_2014to2020_SL.zip,PA,PA
516,PA_2018to2020_CD.zip (1.2 MB),https://thearp.org/documents/5069/PA_2018to2020_CD.zip,PA,PA
517,PA_CD_enacted02232022.zip (1.3 MB),https://thearp.org/documents/905/PA_CD_enacted02232022.zip,PA,PA
518,PA_SD_Final_02042022.zip (2.0 MB),https://thearp.org/documents/911/PA_SD_Final_02042022.zip,PA,PA
519,PA_LD_Final_02042022.zip (4.1 MB),https://thearp.org/documents/908/PA_LD_Final_02042022.zip,PA,PA
520,Rhode_Island_CD_1992_2000.zip (13.5 KB),https://thearp.org/documents/12883/Rhode_Island_CD_1992_2000.zip,RHODE,RI
521,ri_upper_1992to2000.zip (396.9 KB),https://thearp.org/documents/12791/ri_upper_1992to2000.zip,RI,RI
522,ri_lower_1992to2000.zip (622.4 KB),https://thearp.org/documents/12790/ri_lower_1992to2000.zip,RI,RI
523,RI_CD_2002_2010.zip (52.4 KB),https://thearp.org/documents/11003/RI_CD_2002_2010.zip,RI,RI
524,RI_upper_2002.zip (101.6 KB),https://thearp.org/documents/10639/RI_upper_2002.zip,RI,RI
525,ri_lower_2002to2010.zip (550.1 KB),https://thearp.org/documents/10669/ri_lower_2002to2010.zip,RI,RI
526,ri_upper_2004to2010.zip (343.8 KB),https://thearp.org/documents/10640/ri_upper_2004to2010.zip,RI,RI
527,RI_2012to2020_CD.zip (74.7 KB),https://thearp.org/documents/5070/RI_2012to2020_CD.zip,RI,RI
528,RI_2012to2020_SU.zip (639.6 KB),https://thearp.org/documents/5099/RI_2012to2020_SU.zip,RI,RI
529,RI_2012to2020_SL.zip (687.2 KB),https://thearp.org/documents/5201/RI_2012to2020_SL.zip,RI,RI
530,RI_CD_Enacted02162022.zip (65.2 KB),https://thearp.org/documents/914/RI_CD_Enacted02162022.zip,RI,RI
531,RI_SD_Enacted02162022.zip (500.3 KB),https://thearp.org/documents/920/RI_SD_Enacted02162022.zip,RI,RI
532,RI_LD_Enacted02162022.zip (682.5 KB),https://thearp.org/documents/917/RI_LD_Enacted02162022.zip,RI,RI
533,South_Carolina_CD_1994_2000.zip (103.7 KB),https://thearp.org/documents/12884/South_Carolina_CD_1994_2000.zip,SOUTH,SC
534,sc_upper_1992to2000_7pbODCF.zip (3.0 MB),https://thearp.org/documents/12696/sc_upper_1992to2000_7pbODCF.zip,SC,SC
535,sc_lower_1996to2000.zip (4.1 MB),https://thearp.org/documents/12792/sc_lower_1996to2000.zip,SC,SC
536,SC_CD_2002_2010.zip (912.2 KB),https://thearp.org/documents/11004/SC_CD_2002_2010.zip,SC,SC
537,SC_upper_2002.zip (1.0 MB),https://thearp.org/documents/10641/SC_upper_2002.zip,SC,SC
538,SC_Lower_2002.zip (1.6 MB),https://thearp.org/documents/13243/SC_Lower_2002.zip,SC,SC
539,sc_upper_2003to2010.zip (2.5 MB),https://thearp.org/documents/10642/sc_upper_2003to2010.zip,SC,SC
540,sc_lower_2004to2010.zip (3.4 MB),https://thearp.org/documents/10667/sc_lower_2004to2010.zip,SC,SC
541,SC_2012to2020_CD.zip (1.4 MB),https://thearp.org/documents/5071/SC_2012to2020_CD.zip,SC,SC
542,SC_2012to2020_SU.zip (3.1 MB),https://thearp.org/documents/5100/SC_2012to2020_SU.zip,SC,SC
543,SC_2012to2020_SL.zip (4.3 MB),https://thearp.org/documents/5202/SC_2012to2020_SL.zip,SC,SC
544,SC_CD_Enacted_01262022.zip (1.5 MB),https://thearp.org/documents/923/SC_CD_Enacted_01262022.zip,SC,SC
545,SC_SD_Enacted_1210201.zip (2.9 MB),https://thearp.org/documents/929/SC_SD_Enacted_1210201.zip,SC,SC
546,SC_LD_Enacted_1210201.zip (4.1 MB),https://thearp.org/documents/926/SC_LD_Enacted_1210201.zip,SC,SC
547,SC_LD_Settlement_2024.zip (4.2 MB),https://thearp.org/documents/12954/SC_LD_Settlement_2024.zip,SC,SC
548,South_Dakota_CD_1992_2000.zip (27.8 KB),https://thearp.org/documents/12885/South_Dakota_CD_1992_2000.zip,SOUTH,SD
549,sd_upper_1992to2000.zip (1.3 MB),https://thearp.org/documents/12698/sd_upper_1992to2000.zip,SD,SD
550,sd_lower_1992to2000.zip (1.3 MB),https://thearp.org/documents/12697/sd_lower_1992to2000.zip,SD,SD
551,sd_upper_2002_2004.zip (486.0 KB),https://thearp.org/documents/10643/sd_upper_2002_2004.zip,SD,SD
552,sd_lower_2002to2004.zip (484.6 KB),https://thearp.org/documents/10666/sd_lower_2002to2004.zip,SD,SD
553,sd_upper_2005to2010.zip (1.4 MB),https://thearp.org/documents/10644/sd_upper_2005to2010.zip,SD,SD
554,sd_lower_2005to2010.zip (1.4 MB),https://thearp.org/documents/10665/sd_lower_2005to2010.zip,SD,SD
555,SD_2012to2020_CD.zip (218.3 KB),https://thearp.org/documents/5072/SD_2012to2020_CD.zip,SD,SD
556,SD_2012to2020_SU.zip (1.3 MB),https://thearp.org/documents/5101/SD_2012to2020_SU.zip,SD,SD
557,SD_2012to2020_SL.zip (1.4 MB),https://thearp.org/documents/5203/SD_2012to2020_SL.zip,SD,SD
558,SD_US_Cong_2018.zip (216.5 KB),https://thearp.org/documents/932/SD_US_Cong_2018.zip,SD,SD
559,SD_SD_Enacted11102021.zip (1.6 MB),https://thearp.org/documents/938/SD_SD_Enacted11102021.zip,SD,SD
560,SD_LD_Enacted11102021.zip (1.6 MB),https://thearp.org/documents/935/SD_LD_Enacted11102021.zip,SD,SD
561,Tennessee_CD_1992_2000.zip (120.2 KB),https://thearp.org/documents/12886/Tennessee_CD_1992_2000.zip,TENNESSEE,TN
562,tn_upper_1992to2000.zip (1.8 MB),https://thearp.org/documents/12807/tn_upper_1992to2000.zip,TN,TN
563,tn_lower_1994to2000.zip (4.1 MB),https://thearp.org/documents/12806/tn_lower_1994to2000.zip,TN,TN
564,TN_CD_2002_2010.zip (1.3 MB),https://thearp.org/documents/11005/TN_CD_2002_2010.zip,TN,TN
565,tn_upper_2002to2010.zip (1.9 MB),https://thearp.org/documents/10645/tn_upper_2002to2010.zip,TN,TN
566,tn_lower_2002to2010.zip (4.5 MB),https://thearp.org/documents/10664/tn_lower_2002to2010.zip,TN,TN
567,TN_2012to2020_CD.zip (1.2 MB),https://thearp.org/documents/5073/TN_2012to2020_CD.zip,TN,TN
568,TN_2012to2020_SU.zip (2.2 MB),https://thearp.org/documents/5102/TN_2012to2020_SU.zip,TN,TN
569,TN_2012to2020_SL.zip (4.4 MB),https://thearp.org/documents/5204/TN_2012to2020_SL.zip,TN,TN
570,TN_CD_Enacted_Technical_Changes.zip (1.4 MB),https://thearp.org/documents/12531/TN_CD_Enacted_Technical_Changes.zip,TN,TN
571,TN_SD_Enacted02062022_G6PN85S.zip (2.5 MB),https://thearp.org/documents/947/TN_SD_Enacted02062022_G6PN85S.zip,TN,TN
572,TN_LD_Enacted02062022.zip (4.9 MB),https://thearp.org/documents/944/TN_LD_Enacted02062022.zip,TN,TN
573,TN_CD2026_Enacted05072026.zip (1.6 MB),https://thearp.org/documents/20153/TN_CD2026_Enacted05072026.zip,TN,TN
574,TX_CD_1992_1994.zip (539.6 KB),https://thearp.org/documents/12999/TX_CD_1992_1994.zip,TX,TX
575,TX_Upper_1992shp.zip (1.8 MB),https://thearp.org/documents/12701/TX_Upper_1992shp.zip,TX,TX
576,TX_Lower_1992shp.zip (3.1 MB),https://thearp.org/documents/12699/TX_Lower_1992shp.zip,TX,TX
577,TX_Upper_1994.zip (2.1 MB),https://thearp.org/documents/12702/TX_Upper_1994.zip,TX,TX
578,TX_Lower_1994shp.zip (3.2 MB),https://thearp.org/documents/12700/TX_Lower_1994shp.zip,TX,TX
579,TX_CD_1996_1998.zip (489.6 KB),https://thearp.org/documents/13000/TX_CD_1996_1998.zip,TX,TX
580,TX_Upper_1996to2000.zip (2.1 MB),https://thearp.org/documents/12703/TX_Upper_1996to2000.zip,TX,TX
581,TX_Lower_1996shp.zip (3.1 MB),https://thearp.org/documents/12808/TX_Lower_1996shp.zip,TX,TX
582,TX_Lower_1998to2000shp.zip (3.1 MB),https://thearp.org/documents/16173/TX_Lower_1998to2000shp.zip,TX,TX
583,Texas_CD_2000.zip (492.8 KB),https://thearp.org/documents/12887/Texas_CD_2000.zip,TEXAS,TX
584,TX_CD_2002.zip (3.3 MB),https://thearp.org/documents/11222/TX_CD_2002.zip,TX,TX
585,tx_upper_2002to2010.zip (3.2 MB),https://thearp.org/documents/10646/tx_upper_2002to2010.zip,TX,TX
586,tx_lower_2002to2010.zip (6.5 MB),https://thearp.org/documents/10663/tx_lower_2002to2010.zip,TX,TX
587,TX_CD_2004.zip (460.4 KB),https://thearp.org/documents/11220/TX_CD_2004.zip,TX,TX
588,TX_CD_2006_2010.zip (3.8 MB),https://thearp.org/documents/11221/TX_CD_2006_2010.zip,TX,TX
589,TX_2012to2020_CD.zip (4.4 MB),https://thearp.org/documents/5074/TX_2012to2020_CD.zip,TX,TX
590,TX_2012_SU.zip (3.6 MB),https://thearp.org/documents/5103/TX_2012_SU.zip,TX,TX
591,TX_2012_SL.zip (6.9 MB),https://thearp.org/documents/5205/TX_2012_SL.zip,TX,TX
592,TX_2014to2020_SU.zip (4.7 MB),https://thearp.org/documents/5104/TX_2014to2020_SU.zip,TX,TX
593,TX_2014to2018_SL.zip (8.1 MB),https://thearp.org/documents/5206/TX_2014to2018_SL.zip,TX,TX
594,TX_2020_SL.zip (6.9 MB),https://thearp.org/documents/5207/TX_2020_SL.zip,TX,TX
595,TX_CD_10252021_jFiNCxj.zip (4.6 MB),https://thearp.org/documents/950/TX_CD_10252021_jFiNCxj.zip,TX,TX
596,TX_SD_10252021_xisRmfj.zip (4.4 MB),https://thearp.org/documents/956/TX_SD_10252021_xisRmfj.zip,TX,TX
597,TX_LD10252021_CaaJzWc.zip (6.9 MB),https://thearp.org/documents/953/TX_LD10252021_CaaJzWc.zip,TX,TX
598,tx_cd_Enacted_2025.zip (4.7 MB),https://thearp.org/documents/18577/tx_cd_Enacted_2025.zip,TX,TX
599,Utah_CD_1992_2000.zip (39.3 KB),https://thearp.org/documents/12888/Utah_CD_1992_2000.zip,UTAH,UT
600,ut_upper_1992to2000.zip (1.3 MB),https://thearp.org/documents/12705/ut_upper_1992to2000.zip,UT,UT
601,ut_lower_1992to2000.zip (2.1 MB),https://thearp.org/documents/12704/ut_lower_1992to2000.zip,UT,UT
602,UT_CD_2002_2010.zip (449.6 KB),https://thearp.org/documents/11006/UT_CD_2002_2010.zip,UT,UT
603,ut_upper_2002to2010.zip (1.2 MB),https://thearp.org/documents/10647/ut_upper_2002to2010.zip,UT,UT
604,ut_lower_2002to2010.zip (2.0 MB),https://thearp.org/documents/10662/ut_lower_2002to2010.zip,UT,UT
605,UT_2012to2020_CD.zip (506.3 KB),https://thearp.org/documents/5075/UT_2012to2020_CD.zip,UT,UT
606,UT_2012to2020_SU.zip (1.4 MB),https://thearp.org/documents/5105/UT_2012to2020_SU.zip,UT,UT
607,UT_2012to2020_SL.zip (1.8 MB),https://thearp.org/documents/5208/UT_2012to2020_SL.zip,UT,UT
608,UT_CD_Enacted11122021.zip (601.0 KB),https://thearp.org/documents/959/UT_CD_Enacted11122021.zip,UT,UT
609,UT_SD_Enacted11162021.zip (1.4 MB),https://thearp.org/documents/965/UT_SD_Enacted11162021.zip,UT,UT
610,ut_ld_11162021.zip (1.7 MB),https://thearp.org/documents/962/ut_ld_11162021.zip,UT,UT
611,UT_CD_CourtOrdered11112025.zip (72.0 KB),https://thearp.org/documents/19051/UT_CD_CourtOrdered11112025.zip,UT,UT
612,vt_upper_2002to2010.zip (227.5 KB),https://thearp.org/documents/10649/vt_upper_2002to2010.zip,VT,VT
613,vt_lower_2002to2010.zip (497.2 KB),https://thearp.org/documents/10660/vt_lower_2002to2010.zip,VT,VT
614,VT_2012to2020_CD.zip (125.6 KB),https://thearp.org/documents/5078/VT_2012to2020_CD.zip,VT,VT
615,VT_2012to2020_SU.zip (266.9 KB),https://thearp.org/documents/5107/VT_2012to2020_SU.zip,VT,VT
616,VT_2012to2020_SL.zip (532.6 KB),https://thearp.org/documents/5211/VT_2012to2020_SL.zip,VT,VT
617,VT_US_Cong_2018.zip (123.8 KB),https://thearp.org/documents/968/VT_US_Cong_2018.zip,VT,VT
618,VT_SD_Enacted04062022.zip (324.0 KB),https://thearp.org/documents/974/VT_SD_Enacted04062022.zip,VT,VT
619,VT_LD_Enacted04062022.zip (652.0 KB),https://thearp.org/documents/971/VT_LD_Enacted04062022.zip,VT,VT
620,VA_CD_1992.zip (177.0 KB),https://thearp.org/documents/13001/VA_CD_1992.zip,VA,VA
621,va_upper_1992to2000.zip (2.5 MB),https://thearp.org/documents/12707/va_upper_1992to2000.zip,VA,VA
622,va_lower_1992to2000.zip (4.1 MB),https://thearp.org/documents/12706/va_lower_1992to2000.zip,VA,VA
623,VA_CD_1994_1996.zip (179.8 KB),https://thearp.org/documents/13002/VA_CD_1994_1996.zip,VA,VA
624,Virginia_CD_1998_2000_qRTorjc.zip (153.7 KB),https://thearp.org/documents/13003/Virginia_CD_1998_2000_qRTorjc.zip,VIRGINIA,VA
625,va_upper_2001to2010.zip (2.7 MB),https://thearp.org/documents/10648/va_upper_2001to2010.zip,VA,VA
626,VA_CD_2002_2010.zip (1.6 MB),https://thearp.org/documents/11007/VA_CD_2002_2010.zip,VA,VA
627,va_lower_2002to2010.zip (4.0 MB),https://thearp.org/documents/10661/va_lower_2002to2010.zip,VA,VA
628,VA_2011to2018_SL.zip (4.9 MB),https://thearp.org/documents/5209/VA_2011to2018_SL.zip,VA,VA
629,VA_2012to2014_CD.zip (2.0 MB),https://thearp.org/documents/5076/VA_2012to2014_CD.zip,VA,VA
630,VA_2012to2020_SU.zip (4.9 MB),https://thearp.org/documents/5106/VA_2012to2020_SU.zip,VA,VA
631,VA_2016to2020_CD.zip (1.8 MB),https://thearp.org/documents/5077/VA_2016to2020_CD.zip,VA,VA
632,VA_2019to2020_SL.zip (4.5 MB),https://thearp.org/documents/5210/VA_2019to2020_SL.zip,VA,VA
633,VA_CD_Approved_12282021.zip (2.0 MB),https://thearp.org/documents/977/VA_CD_Approved_12282021.zip,VA,VA
634,VA_SD_Approved_12282021.zip (3.4 MB),https://thearp.org/documents/983/VA_SD_Approved_12282021.zip,VA,VA
635,VA_HOD_Approved_12282021.zip (5.4 MB),https://thearp.org/documents/980/VA_HOD_Approved_12282021.zip,VA,VA
636,Washington_CD_1992_2000.zip (128.9 KB),https://thearp.org/documents/12891/Washington_CD_1992_2000.zip,WASHINGTON,WA
637,wa_upper_1992to2000.zip (1.6 MB),https://thearp.org/documents/12810/wa_upper_1992to2000.zip,WA,WA
638,wa_lower_1992to2000.zip (1.6 MB),https://thearp.org/documents/12710/wa_lower_1992to2000.zip,WA,WA
639,WA_CD_2002_2010.zip (637.1 KB),https://thearp.org/documents/11008/WA_CD_2002_2010.zip,WA,WA
640,wa_upper_2002to2010.zip (1.4 MB),https://thearp.org/documents/10650/wa_upper_2002to2010.zip,WA,WA
641,wa_lower_2002to2010.zip (1.4 MB),https://thearp.org/documents/10659/wa_lower_2002to2010.zip,WA,WA
642,WA_2012to2020_CD.zip (912.9 KB),https://thearp.org/documents/5079/WA_2012to2020_CD.zip,WA,WA
643,WA_2012to2020_SU.zip (2.4 MB),https://thearp.org/documents/5108/WA_2012to2020_SU.zip,WA,WA
644,WA_2012to2020_SL.zip (2.4 MB),https://thearp.org/documents/5219/WA_2012to2020_SL.zip,WA,WA
645,WA_CD_Enacted02082022.zip (772.6 KB),https://thearp.org/documents/986/WA_CD_Enacted02082022.zip,WA,WA
646,WA_SD_Enacted02082022.zip (2.0 MB),https://thearp.org/documents/992/WA_SD_Enacted02082022.zip,WA,WA
647,WA_LD_Enacted02082022.zip (2.0 MB),https://thearp.org/documents/989/WA_LD_Enacted02082022.zip,WA,WA
648,WA_SD_2024.zip (2.1 MB),https://thearp.org/documents/16549/WA_SD_2024.zip,WA,WA
649,WA_LD_2024.zip (2.1 MB),https://thearp.org/documents/16546/WA_LD_2024.zip,WA,WA
650,West_Virginia_CD_1992_2000.zip (97.9 KB),https://thearp.org/documents/12892/West_Virginia_CD_1992_2000.zip,WEST,WV
651,WV_Upper_1992to2000_Fixed.shp.zip (1.6 MB),https://thearp.org/documents/12714/WV_Upper_1992to2000_Fixed.shp.zip,WV,WV
652,wv_lower_1992to2000.zip (2.3 MB),https://thearp.org/documents/12713/wv_lower_1992to2000.zip,WV,WV
653,WV_CD_2002_2010.zip (643.1 KB),https://thearp.org/documents/11010/WV_CD_2002_2010.zip,WV,WV
654,wv_upper_2002to2010.zip (1.5 MB),https://thearp.org/documents/10652/wv_upper_2002to2010.zip,WV,WV
655,wv_lower_2002to2010.zip (2.4 MB),https://thearp.org/documents/10716/wv_lower_2002to2010.zip,WV,WV
656,WV_2012to2020_CD.zip (731.8 KB),https://thearp.org/documents/5081/WV_2012to2020_CD.zip,WV,WV
657,WV_2012to2020_SU.zip (1.6 MB),https://thearp.org/documents/5110/WV_2012to2020_SU.zip,WV,WV
658,WV_2012to2020_SL.zip (3.0 MB),https://thearp.org/documents/5213/WV_2012to2020_SL.zip,WV,WV
659,WV_CD_Enacted10222021_7eHHVGj.zip (605.2 KB),https://thearp.org/documents/995/WV_CD_Enacted10222021_7eHHVGj.zip,WV,WV
660,WV_SD_Enacted_10222021_3Kx9ijf.zip (1.6 MB),https://thearp.org/documents/1001/WV_SD_Enacted_10222021_3Kx9ijf.zip,WV,WV
661,WV_LD_Enacted_10222021_KO34TCR.zip (3.9 MB),https://thearp.org/documents/998/WV_LD_Enacted_10222021_KO34TCR.zip,WV,WV
662,Wisconsin_CD_1992_2000.zip (108.3 KB),https://thearp.org/documents/12893/Wisconsin_CD_1992_2000.zip,WISCONSIN,WI
663,WI_upper_1992to2000.zip (1.1 MB),https://thearp.org/documents/12712/WI_upper_1992to2000.zip,WI,WI
664,WI_lower_1992to2000.zip (1.7 MB),https://thearp.org/documents/12711/WI_lower_1992to2000.zip,WI,WI
665,WI_CD_2002_2010.zip (1.4 MB),https://thearp.org/documents/11009/WI_CD_2002_2010.zip,WI,WI
666,wi_upper_2002to2010.zip (1.0 MB),https://thearp.org/documents/10651/wi_upper_2002to2010.zip,WI,WI
667,wi_lower_2002to2010.zip (1.7 MB),https://thearp.org/documents/10658/wi_lower_2002to2010.zip,WI,WI
668,WI_2012to2020_CD.zip (686.8 KB),https://thearp.org/documents/5080/WI_2012to2020_CD.zip,WI,WI
669,WI_2012to2020_SU.zip (2.5 MB),https://thearp.org/documents/5109/WI_2012to2020_SU.zip,WI,WI
670,WI_2012to2020_SL.zip (3.2 MB),https://thearp.org/documents/5212/WI_2012to2020_SL.zip,WI,WI
671,wi_cd_03032022_fix.zip (1.8 MB),https://thearp.org/documents/1004/wi_cd_03032022_fix.zip,WI,WI
672,WI_SD_Enacted04152022.zip (2.7 MB),https://thearp.org/documents/1103/WI_SD_Enacted04152022.zip,WI,WI
673,WI_LD_Enacted04152022.zip (3.6 MB),https://thearp.org/documents/1007/WI_LD_Enacted04152022.zip,WI,WI
674,WI_SD_Enacted_02192024.zip (331.0 KB),https://thearp.org/documents/18301/WI_SD_Enacted_02192024.zip,WI,WI
675,WI_LD_Enacted002192024.pdf (34.0 MB),https://thearp.org/documents/18299/WI_LD_Enacted002192024.pdf,WI,WI
676,Wyoming_CD_1992_2000.zip (8.1 KB),https://thearp.org/documents/12844/Wyoming_CD_1992_2000.zip,WYOMING,WY
677,WY_upper_1992to2000.zip (889.3 KB),https://thearp.org/documents/12716/WY_upper_1992to2000.zip,WY,WY
678,WY_lower_1992to2000.zip (1.3 MB),https://thearp.org/documents/12715/WY_lower_1992to2000.zip,WY,WY
679,wy_upper_2002to2010.zip (1.3 MB),https://thearp.org/documents/10653/wy_upper_2002to2010.zip,WY,WY
680,wy_lower_2002_2010.zip (2.3 MB),https://thearp.org/documents/10715/wy_lower_2002_2010.zip,WY,WY
681,WY_2012to2020_CD.zip (92.0 KB),https://thearp.org/documents/5082/WY_2012to2020_CD.zip,WY,WY
682,WY_2012to2020_SU.zip (1.5 MB),https://thearp.org/documents/5111/WY_2012to2020_SU.zip,WY,WY
683,WY_2012to2020_SL.zip (1.9 MB),https://thearp.org/documents/5214/WY_2012to2020_SL.zip,WY,WY
684,WY_US_Cong_2018.zip (90.3 KB),https://thearp.org/documents/1013/WY_US_Cong_2018.zip,WY,WY
685,WY_SD_Enacted03252022.zip (1.1 MB),https://thearp.org/documents/1019/WY_SD_Enacted03252022.zip,WY,WY
686,WY_LD_Enacted03252022.zip (1.5 MB),https://thearp.org/documents/1016/WY_LD_Enacted03252022.zip,WY,WY
