"FIPS"	"NAME"	"ID"	"STATE"	"VERSION"	"START_DATE"	"END_DATE"	"CREATION_OR_CHANGE"	"CITATION"	"START_N"	"END_N"	"DATASET"
"17119"	"MADISON"	"ils_madison"	"IL"	"10"	17 01 1829 0:00:00	01 03 1843 0:00:00	"MADISON lost to creation of MACOUPIN."	"(Ill. Rev. Code 1828-1829, pp. 26-28)"	18290117	18430301	"IL_AtlasHCB"
"17117"	"MACOUPIN"	"ils_macoupin"	"IL"	"1"	17 01 1829 0:00:00	31 12 2000 0:00:00	"MACOUPIN created from MADISON and all of Non-County Area 2 attached to GREENE."	"(Ill. Rev. Code 1828-1829, pp. 26-28)"	18290117	20001231	"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"		19 01 1829 0:00:00		"SHELBY lost all of attached Non-County Area 7 to creation of MACON; Non-County Area 7 eliminated."	"(Ill. Rev. Code 1828-1829, pp. 28-31)"	18290119		"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"	"1"	19 01 1829 0:00:00	28 02 1839 0:00:00	"MACON created from all of Non-County Area 7 attached to SHELBY."	"(Ill. Rev. Code 1828-1829, pp. 28-31)"	18290119	18390228	"IL_AtlasHCB"
"17157"	"RANDOLPH"	"ils_randolph"	"IL"		20 01 1829 0:00:00		"Boundary between RANDOLPH and MONROE was clarified [no change]."	"(Ill. Rev. Code 1828-1829, pp. 31-32)"	18290120		"IL_AtlasHCB"
"17133"	"MONROE"	"ils_monroe"	"IL"		20 01 1829 0:00:00		"Boundary between MONROE and RANDOLPH was clarified [no change]."	"(Ill. Rev. Code 1828-1829, pp. 31-32)"	18290120		"IL_AtlasHCB"
"17047"	"EDWARDS"	"ils_edwards"	"IL"		22 01 1829 0:00:00		"EDWARDS boundaries were clarified [no change]."	"(Ill. Rev. Code 1828-1829, p. 32)"	18290122		"IL_AtlasHCB"
"17191"	"WAYNE"	"ils_wayne"	"IL"		22 01 1829 0:00:00		"WAYNE boundaries were clarified [no change]."	"(Ill. Rev. Code 1828-1829, p. 32)"	18290122		"IL_AtlasHCB"
"17067"	"HANCOCK"	"ils_hancock"	"IL"		03 08 1829 0:00:00		"HANCOCK fully organized, detached from ADAMS."	"(Scofield, 679)"	18290803		"IL_AtlasHCB"
"17001"	"ADAMS"	"ils_adams"	"IL"		03 08 1829 0:00:00		"HANCOCK fully organized, detached from ADAMS."	"(Scofield, 679)"	18290803		"IL_AtlasHCB"
"17109"	"McDONOUGH"	"ils_mcdonough"	"IL"		03 07 1830 0:00:00		"McDONOUGH fully organized, detached from SCHUYLER."	"(McLean, 624)"	18300703		"IL_AtlasHCB"
"17169"	"SCHUYLER"	"ils_schuyler"	"IL"		03 07 1830 0:00:00		"McDONOUGH fully organized, detached from SCHUYLER."	"(McLean, 624)"	18300703		"IL_AtlasHCB"
"17029"	"COLES"	"ils_coles"	"IL"	"1"	25 12 1830 0:00:00	30 04 1843 0:00:00	"COLES created from CLARK and EDGAR."	"(Ill. Laws 1830-1831, pp. 59-61)"	18301225	18430430	"IL_AtlasHCB"
"17045"	"EDGAR"	"ils_edgar"	"IL"	"2"	25 12 1830 0:00:00	31 12 2000 0:00:00	"EDGAR lost to creation of COLES."	"(Ill. Laws 1830-1831, pp. 59-61)"	18301225	20001231	"IL_AtlasHCB"
"17023"	"CLARK"	"ils_clark"	"IL"	"7"	25 12 1830 0:00:00	31 12 2000 0:00:00	"CLARK lost to creation of COLES."	"(Ill. Laws 1830-1831, pp. 59-61)"	18301225	20001231	"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"	"1"	25 12 1830 0:00:00	26 02 1837 0:00:00	"McLEAN created from TAZEWELL and Non-County Area 6 attached to TAZEWELL."	"(Ill. Laws 1830-1831, pp. 57-59)"	18301225	18370226	"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"	"2"	25 12 1830 0:00:00	26 01 1840 0:00:00	"TAZEWELL lost to creation of McLEAN and lost part of attached Non-County Area 6 to creation of McLEAN."	"(Ill. Laws 1830-1831, pp. 57-59)"	18301225	18400126	"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"	"1"	15 01 1831 0:00:00	11 01 1836 0:00:00	"COOK created from PUTNAM."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18360111	"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"	"3"	15 01 1831 0:00:00	15 01 1836 0:00:00	"HENRY gained from JO DAVIESS and PUTNAM, lost to KNOX; HENRY attached to KNOX ""for all judicial and other purposes."""	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18360115	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"	"1"	15 01 1831 0:00:00	26 02 1837 0:00:00	"LA SALLE created from PUTNAM, Non-County Area 4 attached to VERMILION, and Non-County Area 6 attached to TAZEWELL. Part of PUTNAM became Non-County Area 8 and was attached to LA SALLE for administrative and judicial purposes."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18370226	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		15 01 1831 0:00:00		"VERMILION lost part of attached Non-County Area 4 to creation of LA SALLE."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115		"IL_AtlasHCB"
"17095"	"KNOX"	"ils_knox"	"IL"	"2"	15 01 1831 0:00:00	17 03 1839 0:00:00	"KNOX gained from HENRY and PUTNAM. HENRY attached to KNOX ""for all judicial and other purposes."""	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18390317	"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"		15 01 1831 0:00:00		"TAZEWELL lost all of attached Non-County Area 6 to PUTNAM and to the creation of LA SALLE; Non-County Area 6 eliminated."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115		"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"	"2"	15 01 1831 0:00:00	08 02 1831 0:00:00	"JO DAVIESS lost to HENRY and PUTNAM."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18310208	"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"	"3"	15 01 1831 0:00:00	02 04 1837 0:00:00	"PUTNAM gained from JO DAVIESS and Non-County Area 6 attached to TAZEWELL; lost to creation of COOK, LA SALLE, and Non-County Areas 8 and 9; and lost to HENRY and KNOX."	"(Ill. Laws 1830-1831, pp. 54-57, 62-63)"	18310115	18370402	"IL_AtlasHCB"
"17143"	"PEORIA"	"ils_peoria"	"IL"		27 01 1831 0:00:00		"WARREN fully organized, detached from PEORIA. MERCER detached from PEORIA, attached to WARREN ""for all judicial and other purposes."""	"(Ill. Laws 1830-1831, pp. 67-68)"	18310127		"IL_AtlasHCB"
"17131"	"MERCER"	"ils_mercer"	"IL"		27 01 1831 0:00:00		"MERCER detached from PEORIA, attached to WARREN ""for judicial and other purposes."""	"(Ill. Laws 1830-1831, pp. 67-68)"	18310127		"IL_AtlasHCB"
"17187"	"WARREN"	"ils_warren"	"IL"		27 01 1831 0:00:00		"WARREN fully organized, detached from PEORIA. MERCER detached from PEORIA, attached to WARREN ""for all judicial and other purposes."""	"(Ill. Laws 1830-1831, pp. 67-68)"	18310127		"IL_AtlasHCB"
"17161"	"ROCK ISLAND"	"ils_rockisland"	"IL"	"1"	09 02 1831 0:00:00	03 03 1854 0:00:00	"ROCK ISLAND created from JO DAVIESS; ROCK ISLAND not fully organized, attached to JO DAVIESS ""for all judicial and other county purposes."""	"(Ill. Laws 1830-1831, pp. 52-53)"	18310209	18540303	"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"	"3"	09 02 1831 0:00:00	15 01 1836 0:00:00	"JO DAVIESS lost to creation of ROCK ISLAND; ROCk ISLAND not fully organized, attached to JO DAVIESS ""for all judicial and other county purposes."""	"(Ill. Laws 1830-1831, pp. 52-53)"	18310209	18360115	"IL_AtlasHCB"
"17049"	"EFFINGHAM"	"ils_effingham"	"IL"	"1"	15 02 1831 0:00:00	31 12 2000 0:00:00	"EFFINGHAM created from CRAWFORD and FAYETTE; EFFINGHAM not fully organized, parts attached to CRAWFORD and FAYETTE until ""organized."""	"(Ill. Laws 1830-1831, pp. 50-52)"	18310215	20001231	"IL_AtlasHCB"
"17033"	"CRAWFORD"	"ils_crawford"	"IL"	"8"	15 02 1831 0:00:00	31 12 2000 0:00:00	"CRAWFORD lost to creation of EFFINGHAM and JASPER. EFFINGHAM and JASPER not fully organized, parts attached to CRAWFORD until ""organized."""	"(Ill. Laws 1830-1831, pp. 50-52)"	18310215	20001231	"IL_AtlasHCB"
"17051"	"FAYETTE"	"ils_fayette"	"IL"	"6"	15 02 1831 0:00:00	31 12 2000 0:00:00	"FAYETTE lost to creation of EFFINGHAM. EFFINGHAM not fully organized, part attached to FAYETTE until ""organized."""	"(Ill. Laws 1830-1831, pp. 50-52)"	18310215	20001231	"IL_AtlasHCB"
"17079"	"JASPER"	"ils_jasper"	"IL"	"1"	15 02 1831 0:00:00	31 12 2000 0:00:00	"JASPER created from CLAY and CRAWFORD; JASPER not fully organized, parts attached to CLAY and CRAWFORD until ""organized."""	"(Ill. Laws 1830-1831, pp. 50-52)"	18310215	20001231	"IL_AtlasHCB"
"17025"	"CLAY"	"ils_clay"	"IL"	"2"	15 02 1831 0:00:00	06 06 1841 0:00:00	"CLAY lost to creation of JASPER. JASPER not fully organized, part attached to CLAY until ""organized."""	"(Ill. Laws 1830-1831, pp. 50-52)"	18310215	18410606	"IL_AtlasHCB"
"17049"	"EFFINGHAM"	"ils_effingham"	"IL"		20 12 1832 0:00:00		"EFFINGHAM fully organized, detached from CRAWFORD and FAYETTE."	"(Ill. Laws 1832-1833, pp. 22-23)"	18321220		"IL_AtlasHCB"
"17033"	"CRAWFORD"	"ils_crawford"	"IL"		20 12 1832 0:00:00		"EFFINGHAM fully organized, detached from CRAWFORD."	"(Ill. Laws 1832-1833, pp. 22-23)"	18321220		"IL_AtlasHCB"
"17051"	"FAYETTE"	"ils_fayette"	"IL"		20 12 1832 0:00:00		"EFFINGHAM fully organized, detached from FAYETTE."	"(Ill. Laws 1832-1833, pp. 22-23)"	18321220		"IL_AtlasHCB"
"17019"	"CHAMPAIGN"	"ils_champaign"	"IL"	"1"	20 02 1833 0:00:00	31 12 2000 0:00:00	"CHAMPAIGN created from VERMILION and Non-County Area 4 attached to VERMILION."	"(Ill. Laws 1832-1833, priv., pp. 28-30)"	18330220	20001231	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"	"2"	20 02 1833 0:00:00	25 02 1833 0:00:00	"VERMILION lost to creation of CHAMPAIGN and lost part of attached Non-County Area 4 to creation of CHAMPAIGN."	"(Ill. Laws 1832-1833, priv., pp. 28-30)"	18330220	18330225	"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"	"1"	26 02 1833 0:00:00	11 01 1836 0:00:00	"IROQUOIS created from Non-County Area 9 and Non-County Area 4 attached to VERMILION; IROQUOIS not fully organized, attached to VERMILION ""for judicial and other county purposes."""	"(Ill. Laws 1832-1833, priv., pp. 19-20)"	18330226	18360111	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"	"3"	26 02 1833 0:00:00	31 12 2000 0:00:00	"VERMILION gained part of Non-County Area 4 attached to it; Non-County Area 4 attached to VERMILION lost to creation of IROQUOIS. IROQUOIS attached to VERMILION ""for judicial and other county purposes."""	"(Ill. Laws 1832-1833, priv., pp. 19-20)"	18330226	20001231	"IL_AtlasHCB"
"17161"	"ROCK ISLAND"	"ils_rockisland"	"IL"		01 03 1833 0:00:00		"ROCK ISLAND fully organized, detached from JO DAVIESS."	"(Ill. Laws 1832-1833, priv., pp. 17-18)"	18330301		"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"		01 03 1833 0:00:00		"ROCK ISLAND fully organized, detached from JO DAVIESS."	"(Ill. Laws 1832-1833, priv., pp. 17-18)"	18330301		"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"		24 02 1834 0:00:00		"IROQUOIS fully organized, detached from VERMILION."	"(Beckwith, Iroquois, 343)"	18340224		"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		24 02 1834 0:00:00		"IROQUOIS fully organized, detached from VERMILION."	"(Beckwith, Iroquois, 343)"	18340224		"IL_AtlasHCB"
"17033"	"CRAWFORD"	"ils_crawford"	"IL"		19 12 1834 0:00:00		"JASPER fully organized, detached from CRAWFORD."	"(Ill. Laws 1834-1835, pp. 154-155)"	18341219		"IL_AtlasHCB"
"17079"	"JASPER"	"ils_jasper"	"IL"		19 12 1834 0:00:00		"JASPER fully organized, detached from CLAY and CRAWFORD."	"(Ill. Laws 1834-1835, pp. 154-155)"	18341219		"IL_AtlasHCB"
"17025"	"CLAY"	"ils_clay"	"IL"		19 12 1834 0:00:00		"JASPER fully organized, detached from CLAY."	"(Ill. Laws 1834-1835, pp. 154-155)"	18341219		"IL_AtlasHCB"
"17131"	"MERCER"	"ils_mercer"	"IL"		31 01 1835 0:00:00		"MERCER fully organized, detached from WARREN."	"(Ill. Laws 1835-1835, p. 156)"	18350131		"IL_AtlasHCB"
"17187"	"WARREN"	"ils_warren"	"IL"		31 01 1835 0:00:00		"MERCER fully organized, detached from WARREN."	"(Ill. Laws 1835-1835, p. 156)"	18350131		"IL_AtlasHCB"
"17145"	"PERRY"	"ils_perry"	"IL"	"2"	01 03 1835 0:00:00	31 12 2000 0:00:00	"PERRY exchanged with FRANKLIN."	"(Ill. Laws 1834-1835, pp. 36-37)"	18350301	20001231	"IL_AtlasHCB"
"17055"	"FRANKLIN"	"ils_franklin"	"IL"	"2"	01 03 1835 0:00:00	04 08 1839 0:00:00	"FRANKLIN exchanged with PERRY."	"(Ill. Laws 1834-1835, pp. 36-37)"	18350301	18390804	"IL_AtlasHCB"
"17197"	"WILL"	"ils_will"	"IL"	"1"	12 01 1836 0:00:00	04 04 1853 0:00:00	"WILL created from COOK, IROQUOIS, Non-County Area 9, and Non-County Area 4 attached to VERMILION."	"(Ill. Laws 1835-1836, pp. 262-263)"	18360112	18530404	"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"	"2"	12 01 1836 0:00:00	15 01 1836 0:00:00	"COOK lost to creation of WILL."	"(Ill. Laws 1835-1836, pp. 262-263)"	18360112	18360115	"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"	"2"	12 01 1836 0:00:00	04 04 1853 0:00:00	"IROQUOIS lost to creation of WILL."	"(Ill. Laws 1835-1836, pp. 262-263)"	18360112	18530404	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		12 01 1836 0:00:00		"VERMILION lost part of attached Non-County Area 4 to creation of WILL."	"(Ill. Laws 1835-1836, pp. 262-263)"	18360112		"IL_AtlasHCB"
"17089"	"KANE"	"ils_kane"	"IL"	"1"	16 01 1836 0:00:00	30 04 1837 0:00:00	"KANE created from Non-County Area 8 attached to LA SALLE."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18370430	"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"	"3"	16 01 1836 0:00:00	08 02 1839 0:00:00	"COOK lost to creation of McHENRY. McHENRY not fully organized, attached to COOK until ""organized."""	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18390208	"IL_AtlasHCB"
"17111"	"McHENRY"	"ils_mchenry"	"IL"	"1"	16 01 1836 0:00:00	28 02 1839 0:00:00	"McHENRY created from COOK and Non-County Area 8 attached to LA SALLE; McHENRY not fully organized, attached to COOK until ""organized""."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18390228	"IL_AtlasHCB"
"17201"	"WINNEBAGO"	"ils_winnebago"	"IL"	"1"	16 01 1836 0:00:00	03 03 1837 0:00:00	"WINNEBAGO created from JO DAVIESS and Non-County Area 8 attached to LA SALLE."	"(Ill. Laws 1835-1836, 273-278)"	18360116	18370303	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"		16 01 1836 0:00:00		"LA SALLE lost most of attached Non-County Area 8 to creation of KANE, McHENRY, OGLE, and WINNEBAGO. Non-County Area 8 effectively detached from LA SALLE."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116		"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"	"1"	16 01 1836 0:00:00	21 02 1839 0:00:00	"OGLE created from JO DAVIESS and Non-County Area 8 attached to LA SALLE."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18390221	"IL_AtlasHCB"
"17195"	"WHITESIDE"	"ils_whiteside"	"IL"	"1"	16 01 1836 0:00:00	03 03 1854 0:00:00	"WHITESIDE created from HENRY and JO DAVIESS; WHITESIDE not fully organized, attached to JO DAVIESS until ""organized."""	"(Ill. Laws 1835-1836, 273-278)"	18360116	18540303	"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"	"4"	16 01 1836 0:00:00	03 03 1837 0:00:00	"JO DAVIESS lost to creation of OGLE, WHITESIDE, and WINNEBAGO, and lost to Non-County Area 8; WHITESIDE not fully organized, attached to JO DAVIESS until ""organized."""	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18370303	"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"	"4"	16 01 1836 0:00:00	31 12 2000 0:00:00	"HENRY lost to creation of WHITESIDE."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	20001231	"IL_AtlasHCB"
"17195"	"WHITESIDE"	"ils_whiteside"	"IL"		24 12 1836 0:00:00		"WHITESIDE detached from JO DAVIESS, attached to OGLE ""for all judicial and county purposes."""	"(History of Ogle, 299-300; Ill. Laws 1835-1836, p. 277)"	18361224		"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"		24 12 1836 0:00:00		"WHITESIDE detached from JO DAVIESS, attached to OGLE ""for all judicial and county purposes."""	"(History of Ogle, 299-300; Ill. Laws 1835-1836, p. 277)"	18361224		"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"		24 12 1836 0:00:00		"WHITESIDE detached from JO DAVIESS, attached to OGLE ""for all judicial and county purposes."""	"(History of Ogle, 299-300; Ill. Laws 1835-1836, p. 277)"	18361224		"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"	"2"	27 02 1837 0:00:00	28 02 1839 0:00:00	"McLEAN lost to creation of LIVINGSTON."	"(Ill. Laws 1836-1837, pp. 83-85)"	18370227	18390228	"IL_AtlasHCB"
"17105"	"LIVINGSTON"	"ils_livingston"	"IL"	"1"	27 02 1837 0:00:00	31 12 2000 0:00:00	"LIVINGSTON created from LA SALLE, McLEAN, and Non-County Area 4 attached to VERMILION."	"(Ill. Laws 1836-1837, pp. 83-85)"	18370227	20001231	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"	"2"	27 02 1837 0:00:00	16 02 1841 0:00:00	"LA SALLE lost to creation of LIVINGSTON."	"(Ill. Laws 1836-1837, pp. 83-85)"	18370227	18410216	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		27 02 1837 0:00:00		"VERMILION lost part of attached Non-County Area 4 to creation of LIVINGSTON."	"(Ill. Laws 1836-1837, pp. 83-85)"	18370227		"IL_AtlasHCB"
	"COFFEE (proposed)"	"ils_coffee"	"IL"	"1"	01 03 1837 0:00:00	01 03 1837 0:00:00	"Legislature authorized creation of COFFEE (proposed) from HENRY, KNOX, and PUTNAM, dependent on local referendum that failed. COFFEE was in the same general area as STARK, created 2 March 1839."	"(Ill. Laws 1836-1837, pp. 86-88)"	18370301	18370301	"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"		01 03 1837 0:00:00		"Legislature authorized creation of COFFEE (proposed) from PUTNAM, HENRY, and KNOX, dependent on local referendum that failed [no change]."	"(Ill. Laws 1836-1837, pp. 86-88)"	18370301		"IL_AtlasHCB"
"17095"	"KNOX"	"ils_knox"	"IL"		01 03 1837 0:00:00		"Legislature authorized creation of COFFEE (proposed) from KNOX, HENRY, and PUTNAM, dependent on local referendum that failed [no change]."	"(Ill. Laws 1836-1837, pp. 86-88)"	18370301		"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"		01 03 1837 0:00:00		"Legislature authorized creation of COFFEE (proposed) from HENRY, KNOX, and PUTNAM, dependent on local referendum that failed [no change]."	"(Ill. Laws 1836-1837, pp. 86-88)"	18370301		"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"		01 03 1837 0:00:00		"McHENRY fully organized, detached from COOK."	"(Ill. Laws 1836-1837, pp. 89-90)"	18370301		"IL_AtlasHCB"
"17111"	"McHENRY"	"ils_mchenry"	"IL"		01 03 1837 0:00:00		"McHENRY fully organized, detached from COOK; McHENRY's boundaries were extended to the Illinois state limits in Lake Michigan [not mapped]."	"(Ill. Laws 1836-1837, pp. 89-90)"	18370301		"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"		02 03 1837 0:00:00		"Legislature authorized creation of MICHIGAN (proposed) from COOK, dependent on local referendum that failed [no change]."	"(Ill. Laws 1836-1837, pp. 82-83)"	18370302		"IL_AtlasHCB"
	"MICHIGAN (proposed)"	"ils_michigan"	"IL"	"1"	02 03 1837 0:00:00	02 03 1837 0:00:00	"Legislature authorized creation of MICHIGAN (proposed) from COOK, dependent on local referendum that failed. MICHIGAN was in the same general area as DU PAGE, created 9 February 1839."	"(Ill. Laws 1836-1837, pp. 82-83)"	18370302	18370302	"IL_AtlasHCB"
"17067"	"HANCOCK"	"ils_hancock"	"IL"		03 03 1837 0:00:00		"HANCOCK boundaries were extended to the middle of the Mississippi River [not mapped]."	"(Ill. Laws 1836-1837, pp. 91-92)"	18370303		"IL_AtlasHCB"
"17131"	"MERCER"	"ils_mercer"	"IL"		03 03 1837 0:00:00		"MERCER boundaries were extended to the middle of the Mississippi River [not mapped]."	"(Ill. Laws 1836-1837, pp. 91-92)"	18370303		"IL_AtlasHCB"
"17001"	"ADAMS"	"ils_adams"	"IL"		03 03 1837 0:00:00		"ADAMS boundaries were extended to the middle of the Mississippi River [not mapped]."	"(Ill. Laws 1836-1837, pp. 91-92)"	18370303		"IL_AtlasHCB"
"17187"	"WARREN"	"ils_warren"	"IL"		03 03 1837 0:00:00		"WARREN boundaries were extended to the middle of the Mississippi River [not mapped]."	"(Ill. Laws 1836-1837, pp. 91-92)"	18370303		"IL_AtlasHCB"
"17201"	"WINNEBAGO"	"ils_winnebago"	"IL"	"2"	04 03 1837 0:00:00	21 05 1843 0:00:00	"WINNEBAGO lost to creation of BOONE and STEPHENSON."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370304	18430521	"IL_AtlasHCB"
"17177"	"STEPHENSON"	"ils_stephenson"	"IL"	"1"	04 03 1837 0:00:00	31 12 2000 0:00:00	"STEPHENSON created from JO DAVIESS and WINNEBAGO."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370304	20001231	"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"	"5"	04 03 1837 0:00:00	21 02 1839 0:00:00	"JO DAVIESS lost to creation of STEPHENSON."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370304	18390221	"IL_AtlasHCB"
"17007"	"BOONE"	"ils_boone"	"IL"	"1"	04 03 1837 0:00:00	21 05 1843 0:00:00	"BOONE created from WINNEBAGO."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370304	18430521	"IL_AtlasHCB"
"17095"	"KNOX"	"ils_knox"	"IL"		04 03 1837 0:00:00		"Boundary between KNOX and HENRY was clarified [no change]."	"(Ill. Laws 1836-1837, p. 89)"	18370304		"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"		04 03 1837 0:00:00		"Boundary between HENRY and KNOX was clarified [no change]."	"(Ill. Laws 1836-1837, p. 89)"	18370304		"IL_AtlasHCB"
"17011"	"BUREAU"	"ils_bureau"	"IL"	"1"	03 04 1837 0:00:00	18 01 1839 0:00:00	"BUREAU created from PUTNAM."	"(Ill. Laws 1836-1837, pp. 93-95)"	18370403	18390118	"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"	"4"	03 04 1837 0:00:00	18 01 1839 0:00:00	"PUTNAM lost to creation of BUREAU."	"(Ill. Laws 1836-1837, pp. 93-95)"	18370403	18390118	"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"	"2"	17 04 1837 0:00:00	15 02 1839 0:00:00	"MORGAN lost to creation of CASS."	"(Ill. Laws 1836-1837, pp. 101-103; Ill. Laws 1837, spec. sess., pp. 48-50)"	18370417	18390215	"IL_AtlasHCB"
"17017"	"CASS"	"ils_cass"	"IL"	"1"	17 04 1837 0:00:00	04 05 1845 0:00:00	"CASS created from MORGAN."	"(Ill. Laws 1836-1837, pp. 101-103; Ill. Laws 1837, spec. sess., pp. 48-50)"	18370417	18450504	"IL_AtlasHCB"
"17089"	"KANE"	"ils_kane"	"IL"	"2"	01 05 1837 0:00:00	18 02 1841 0:00:00	"KANE lost to creation of DE KALB."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370501	18410218	"IL_AtlasHCB"
"17037"	"DE KALB"	"ils_dekalb"	"IL"	"1"	01 05 1837 0:00:00	31 12 2000 0:00:00	"DE KALB created from KANE."	"(Ill. Laws 1836-1837, pp. 96-100)"	18370501	20001231	"IL_AtlasHCB"
"17095"	"KNOX"	"ils_knox"	"IL"		19 06 1837 0:00:00		"HENRY fully organized, detached from KNOX."	"(Ill. Laws 1836-1837, pp. 90-91)"	18370619		"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"		19 06 1837 0:00:00		"HENRY fully organized, detached from KNOX."	"(Ill. Laws 1836-1837, pp. 90-91)"	18370619		"IL_AtlasHCB"
"17123"	"MARSHALL"	"ils_marshall"	"IL"	"1"	19 01 1839 0:00:00	11 04 1843 0:00:00	"MARSHALL created from PUTNAM."	"(Ill. Laws 1838-1839, pp. 43-45)"	18390119	18430411	"IL_AtlasHCB"
"17011"	"BUREAU"	"ils_bureau"	"IL"	"2"	19 01 1839 0:00:00	01 03 1839 0:00:00	"BUREAU gained all of Non-County Area 8 (remnant of JO DAVIESS and non-county area previously attached to LA SALLE); Non-County Area 8 eliminated."	"(Ill. Laws 1838-1839, pp. 43-45)"	18390119	18390301	"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"	"5"	19 01 1839 0:00:00	01 03 1839 0:00:00	"PUTNAM lost to creation of MARSHALL."	"(Ill. Laws 1838-1839, pp. 43-45)"	18390119	18390301	"IL_AtlasHCB"
"17009"	"BROWN"	"ils_brown"	"IL"	"1"	01 02 1839 0:00:00	31 12 2000 0:00:00	"BROWN created from SCHUYLER."	"(Ill. Laws 1838-1839, pp. 52-55)"	18390201	20001231	"IL_AtlasHCB"
"17169"	"SCHUYLER"	"ils_schuyler"	"IL"	"2"	01 02 1839 0:00:00	31 12 2000 0:00:00	"SCHUYLER lost to creation of BROWN."	"(Ill. Laws 1838-1839, pp. 52-55)"	18390201	20001231	"IL_AtlasHCB"
"17031"	"COOK"	"ils_cook"	"IL"	"4"	09 02 1839 0:00:00	31 12 2000 0:00:00	"COOK lost to creation of DU PAGE."	"(Ill. Laws 1838-1839, pp. 73-74)"	18390209	20001231	"IL_AtlasHCB"
